# v        v_err    sigma    sigma_err
 158.138    4.697   83.839    5.418
  73.327    6.014  108.132    6.892
  99.307    6.861  123.963    7.669
 138.986    4.688   87.445    5.052
  96.209    5.152   91.718    5.832
  39.752    8.124  132.219    9.093
  70.003    6.058  107.186    6.729
 136.975    5.019  105.444    5.669
 121.906    6.560  105.891    7.373
 124.755    5.744  111.306    6.722
 101.215    0.915   77.216    1.062
 117.068    5.898   90.644    6.895
 138.942    5.726  109.800    6.589
 150.127    5.389  103.762    5.741
 121.564    4.364  106.982    4.770
 125.855    4.798   86.194    5.345
 146.424    5.325   84.402    6.197
   9.592    0.808   82.452    0.963
  70.226    4.441  101.262    5.211
 111.289    4.407  123.013    4.603
 141.261    4.680   82.244    5.351
  15.424    2.261  129.286    2.564
 116.705    6.317  107.340    6.879
 145.488    5.078   94.121    5.906
  99.697    7.320  115.958    8.393
 155.173    4.673   87.158    5.370
 137.323    4.288   78.566    5.047
 147.798    5.697  116.285    6.200
 133.848    4.599   81.491    5.267
 157.471    4.884   91.977    5.746
 104.925    5.670  103.957    6.441
  78.927    5.860  102.212    6.673
  65.978    6.704  124.866    7.562
 146.229    4.951  101.202    5.541
 102.042    5.105  100.568    5.697
 163.056    4.156   72.695    4.872
  69.991    7.030  121.932    7.812
 134.758    4.537   80.020    5.103
 153.472    4.569   76.489    5.263
 137.152    4.310   81.035    4.951
  29.068    1.646  128.084    1.872
 141.092    4.572   89.738    5.268
  64.811    3.885  135.087    4.292
 126.570    0.810   78.228    0.933
 162.148    4.492   77.860    5.230
  35.935    2.601  115.405    3.029
 117.443    5.502   91.250    6.371
 137.140    6.775  105.925    7.429
 121.806    5.627   93.925    6.601
 101.468    5.598  104.383    6.474
 135.289    5.304   94.153    6.106
 117.524    4.325   76.604    4.935
  94.198    5.663  100.130    6.488
 142.009    4.792   82.673    5.398
  77.272    5.570  101.956    6.434
 148.039    5.479  104.805    6.134
 149.658    4.863   88.190    5.465
 100.474    2.686  102.949    3.153
 133.934    4.728   78.092    5.421
  30.452    0.782   80.146    0.949
  16.254    1.381  121.714    1.584
 118.029    5.589  102.363    6.158
  86.341    1.607  117.738    1.817
  46.975    4.445  132.321    5.017
 125.669    5.013  101.430    5.379
  88.353    1.314   99.606    1.473
 149.432    4.656   89.495    5.444
 139.796    5.422   93.969    6.175
 150.415    4.326   76.455    4.915
 115.454    4.843   86.999    5.636
 116.890    1.091   85.193    1.256
 131.502    5.944  121.831    6.816
  96.649    4.946   89.398    5.918
  81.454    5.448  117.730    6.085
 135.046    4.778   92.967    5.499
 112.837    4.798   79.878    5.360
 131.912    0.911   73.122    1.069
  61.242    6.339  103.489    7.004
 148.440    4.634   92.028    5.313
  21.905    1.203  111.974    1.398
 128.412    5.203   91.451    5.703
 111.104    5.003   81.918    5.932
 156.934    4.383   80.910    5.216
 130.134    4.802   96.976    5.567
  50.381    3.413  123.909    3.916
 125.005    0.796   91.897    0.871
 144.806    4.421   81.522    5.239
 132.450    5.794  106.601    6.225
 129.166    6.381  103.901    7.224
 121.618    6.563  110.957    7.456
 117.402    3.415   92.861    3.967
  92.730    5.721  100.523    6.641
 133.888    5.788   98.411    6.207
 101.273    1.970  116.981    2.121
   0.671    1.024   96.718    1.206
 102.775    5.640   94.085    6.269
 133.070    5.087   83.572    5.760
  75.383    7.737  134.607    8.560
 144.757    5.296   92.704    5.818
 104.009    1.539  106.079    1.750
 138.964    5.532   95.725    6.155
 152.725    4.348   78.050    5.160
  63.430    7.907  142.335    8.761
 110.308    5.124   79.729    5.996
 135.834    6.016   89.156    6.685
  63.011    7.211  127.774    7.803
 101.346    1.270  100.602    1.419
 137.849    5.394   92.669    6.048
 142.822    0.857   69.486    1.007
 145.889    4.424   89.899    5.186
 142.458    4.677   72.217    5.566
 119.747    4.779   77.923    5.579
 142.868    4.960   88.604    5.503
  95.039    5.801   91.556    6.757
  94.477    5.950   98.538    7.040
 147.391    5.192   81.781    6.142
  84.684    4.741  120.131    5.235
 108.373    5.230   80.781    5.976
 145.234    4.451   83.195    5.234
 146.999    5.243   96.823    5.878
  65.207    3.543  112.048    4.075
  27.617    1.368  120.579    1.567
 135.057    4.926   73.055    5.675
 116.102    5.190   86.022    5.836
   6.110    1.125  103.916    1.317
 144.481    5.590   94.176    6.456
 137.106    4.829   85.521    5.541
 100.571    6.705  112.779    7.643
  85.906    6.600   99.846    7.449
  48.729    2.834  123.017    3.202
 103.168    5.522   83.247    6.496
 146.565    4.898   83.757    5.691
 142.510    5.025   81.861    5.825
 111.482    5.435   91.401    6.181
 132.275    5.961   94.567    6.808
 127.071    6.520  106.708    7.396
 117.605    3.221   98.257    3.616
 126.188    6.132  113.515    6.866
 132.737    6.351  109.815    7.169
 152.317    4.947   82.733    5.897
 131.422    4.987   82.237    5.675
 134.790    5.494   98.847    5.916
  33.421    1.003   93.206    1.188
 137.286    5.170   94.875    5.640
  85.952    6.247   90.081    7.342
 124.329    5.957   96.520    6.767
 102.011    6.373  100.778    7.327
 139.503    4.745   91.446    5.588
 126.384    4.939   87.954    5.463
  63.183    6.699  120.484    7.473
 147.605    5.161   85.471    5.927
  21.592    0.957   92.031    1.147
  93.801    7.085  113.598    7.568
 143.328    5.043   90.460    5.663
  76.837    7.781  132.804    8.494
 137.150    5.005   92.496    5.834
 142.402    4.479   80.877    5.165
 127.569    6.540  103.620    7.112
 122.658    5.587   85.722    6.379
 147.954    4.968   80.213    5.713
 143.448    4.774   80.177    5.464
  50.715    2.525  130.143    2.817
  95.087    4.902   97.218    5.571
  75.349    3.479  100.041    4.097
 114.209    6.531  105.931    7.231
  78.346    6.496  105.079    7.350
 130.377    6.024  102.397    6.914
 146.497    6.057  103.240    6.909
 104.890    6.338  110.038    7.145
 128.674    4.882   80.412    5.535
 106.665    1.710  107.423    1.927
 105.615    1.425  108.288    1.595
 120.816    2.398   99.220    2.670
 148.387    0.827   76.185    0.970
  70.701    1.839  115.471    2.088
 128.069    3.449   95.595    3.805
 146.783    5.574   97.437    6.650
 127.167    5.673   91.666    6.378
  83.830    3.846   97.973    4.475
 113.695    6.484  104.564    7.333
  65.772    2.773  111.108    3.162
 152.879    6.680   95.850    7.706
 135.072    4.963   91.916    5.842
 126.472    6.207  106.145    6.871
 100.405    7.080  112.486    7.459
 135.057    5.603   91.366    6.565
 136.033    6.324   99.311    7.447
  22.195    0.909   96.147    1.082
 146.652    5.480   88.709    6.270
 140.149    6.136  103.606    7.126
 100.912    7.122  114.419    7.873
 119.019    7.055  119.525    7.637
  83.251    3.080  115.542    3.481
  63.376    8.401  144.919    9.364
 151.786    5.768  111.227    6.300
 121.631    7.007  106.737    8.023
 143.387    5.878   98.289    6.772
  45.822    1.302  119.601    1.496
 134.249    5.745   99.656    6.553
 114.036    5.441   87.143    6.355
 105.936    5.965   97.756    6.425
 141.033    4.850   80.635    5.730
 148.672    5.407   85.082    6.207
 140.950    1.315  118.002    1.385
 144.979    0.845   68.084    1.022
 135.717    0.985   81.691    1.114
  95.338    7.703  119.892    8.741
 132.816    5.477  110.910    5.593
  51.080    1.516  118.229    1.751
 110.483    1.307  115.322    1.440
 114.493    1.916   97.178    2.205
 112.918    6.120  104.245    6.806
 134.362    6.507   96.023    7.384
 107.487    7.063  102.060    7.888
 127.987    5.200   84.028    6.079
  36.001    1.204  112.780    1.408
 138.750    5.817  105.250    6.486
 134.732    5.406   95.859    6.104
  76.520    0.801   83.794    0.912
 132.735    3.162   98.166    3.623
 106.289    6.334   87.505    7.098
 132.320    3.273   91.843    3.368
  59.228    1.600  119.645    1.839
  73.173    2.043  118.599    2.292
 134.142    5.566   96.204    6.116
 114.955    6.006  101.875    6.743
 159.735    5.267   80.445    6.240
  61.722    1.094  106.212    1.253
  97.076    6.300   96.641    7.441
 131.535    5.117   94.255    5.432
 140.913    6.066   91.166    7.030
 116.865    6.203   93.248    7.062
 102.840    3.270   95.715    3.703
 139.851    5.444   93.803    6.361
 131.789    6.239   86.296    6.916
 130.613    6.421  106.056    7.540
  98.282    6.734  105.989    7.885
 124.701    2.314   90.521    2.686
  58.200    0.902   81.806    1.101
 114.071    3.029   93.419    3.384
 115.300    1.778   97.466    2.037
 120.628    3.478  104.983    3.866
 102.220    6.529   85.849    7.523
 127.790    6.364  105.842    7.295
  43.723    1.010   99.609    1.189
  94.618    1.454  117.716    1.629
 127.154    6.595  109.149    7.542
  61.089    1.398  117.167    1.581
 131.776    6.607  102.761    7.572
  46.336    0.839   73.551    1.041
 132.920    2.247   97.871    2.457
  79.660    5.221  107.856    6.111
 141.885    6.117   91.735    7.067
 124.598    3.577   93.358    4.059
 110.576    2.149   97.194    2.413
  44.797    0.745   75.754    0.926
 141.542    5.090   70.738    6.354
 120.828    5.842   94.379    6.666
  80.736    2.488  116.583    2.784
 119.044    7.192  126.200    8.062
  84.386    1.550  119.860    1.744
 104.824    1.679  103.531    1.847
 134.960    3.790   99.515    4.165
  53.426    1.178  107.314    1.373
  72.789    1.366  120.557    1.555
  81.294    1.422  122.002    1.648
 125.585    2.405   98.715    2.763
  67.942    1.563  118.236    1.784
 130.076    5.219   84.854    6.029
  92.474    0.820   70.009    1.014
 132.455    3.743   92.905    4.278
 115.893    3.526   99.546    3.981
 117.333    1.844   99.839    2.105
  87.979    1.991  118.276    2.243
 129.094    1.339  121.501    1.397
  84.132    1.087  106.292    1.218
  99.787    1.103  108.600    1.219
  80.672    0.931   93.688    1.074
  83.979    1.181  109.035    1.386
  99.436    1.574  107.405    1.791
  94.388    1.405  113.175    1.616
 101.386    2.056  108.294    2.314
  71.237    1.245  111.002    1.442
  68.619    0.724   81.116    0.830
 156.326    0.858   61.597    1.019
 108.102    0.782   64.945    0.967
  94.875    1.572  118.973    1.781
 101.589    1.407  119.403    1.557
  97.197    1.208  114.753    1.347
 108.125    0.839   79.529    0.985
  95.250    0.841   69.297    1.004
 135.841    0.675   70.315    0.780
 116.732    1.179   97.748    1.262
 144.105    1.032  100.910    1.087
 127.984    1.004   94.007    1.101
 132.131    0.849   65.188    1.039
 161.603    0.736   59.720    0.880
 153.230    0.672   55.871    0.825
 129.425    0.668   77.888    0.754
 156.153    0.752   56.264    0.931
 119.065    0.803   73.499    0.909
 144.161    0.778   55.593    1.002
 152.201    0.711   54.724    0.933
 151.942    0.732   57.934    0.908
  98.245    0.718   68.808    0.848
 120.871    0.775   82.853    0.865
