# v        v_err    sigma    sigma_err
  11.293    8.331  215.368    8.288
  45.040    8.179  212.699    8.124
 -40.819    5.959  195.861    6.157
 -72.147    4.958  214.912    5.092
 -90.214   10.039  217.510    9.910
 -14.947    6.409  210.019    6.392
   0.710    9.197  237.728    8.755
 -18.455    6.181  200.535    6.181
  78.918    4.222  209.246    4.186
  75.765    4.286  212.975    4.225
 -89.412    9.298  198.568    9.695
  93.325    6.486  207.209    6.311
  69.038    9.137  212.597    9.023
  34.943    7.992  235.161    7.801
  68.901    9.020  224.510    8.735
 -55.778    8.943  198.735    9.151
 -28.507   10.183  221.387    9.907
  58.299    8.138  217.602    7.939
  -9.817    9.342  235.137    9.004
 -19.117    8.410  209.351    8.382
 -12.714    7.766  193.390    7.759
  50.372    8.725  217.953    8.525
  24.191    6.532  183.116    6.642
  35.175    8.441  216.838    8.399
  64.710    7.618  208.409    7.498
  84.785    1.152  169.002    1.184
  68.696    3.456  197.914    3.425
  77.897    8.863  219.160    8.781
  68.051    9.238  230.619    8.533
 -90.813    7.126  216.121    7.243
  66.743    8.416  230.292    8.115
   4.399    9.909  230.270    9.739
   5.276    8.507  211.799    8.458
 -62.970   10.849  220.463   10.477
  40.504    8.568  213.956    8.567
  83.896    9.328  214.019    9.107
  94.485    9.803  226.523    9.452
  99.485   10.052  213.249    9.731
   9.520    8.560  219.212    8.339
 -56.688    9.943  218.450    9.914
 -72.588    7.080  211.930    7.022
  -3.234    7.957  226.219    7.572
  81.060    9.926  264.249    9.358
 -17.474    6.160  196.927    6.264
   0.597    8.940  226.245    8.686
  52.463    7.970  213.715    8.041
  79.977    7.458  215.865    7.285
 -57.344   11.707  251.119   11.145
  39.460    8.203  222.717    8.119
 -30.496    9.035  216.542    8.940
  -5.434    6.365  202.419    6.392
 -80.275    7.328  218.967    7.433
  65.889    8.824  213.709    8.683
 -58.699    9.087  197.828    9.236
  61.740    9.627  237.272    9.321
  19.583    8.387  231.770    8.257
 102.429    9.049  213.654    8.894
 -57.829    8.819  183.646    8.982
  24.469    7.251  201.928    7.167
  91.746    7.373  211.300    7.426
 -57.848    6.323  194.568    6.435
  18.913    7.499  205.344    7.520
  85.237    1.390  185.988    1.389
  68.951    1.744  194.540    1.733
  88.210    9.400  213.088    9.473
-113.895    1.326  180.581    1.338
 -99.585    1.410  188.835    1.436
 -97.250    1.768  199.188    1.775
 -60.750    8.944  207.633    8.908
 -63.879    8.108  187.460    8.275
 -76.786    6.629  196.750    6.816
 -11.072    6.672  211.728    6.617
 -95.870    2.471  205.074    2.432
 -95.289    3.680  214.079    3.650
  -6.822    8.473  215.406    8.436
 -51.930    8.889  203.567    8.960
 -78.608    7.657  218.619    7.457
  28.395    8.049  217.620    8.039
  84.315    8.599  218.150    8.446
  78.482    7.759  206.236    7.652
   6.315    8.215  210.378    8.222
  55.593    9.468  233.490    9.211
  80.569    8.856  218.573    8.680
  97.085    8.373  207.318    8.220
 -41.308    8.664  194.189    8.771
  84.476    9.428  216.389    9.275
  53.707    8.794  223.754    8.624
 105.517    8.463  212.403    8.327
  75.402    8.453  216.174    8.320
  -3.534    8.026  192.268    8.188
  52.833    7.964  206.283    8.056
  79.680    8.821  205.912    8.792
 -42.214    8.276  217.871    8.188
  44.114    8.218  206.709    8.230
   0.225    9.401  212.119    9.308
  71.033    9.152  245.635    8.516
  72.184    8.682  208.567    8.756
  11.135    7.732  214.046    7.591
  72.620    9.066  207.881    8.834
  62.964    8.828  224.006    8.738
 -45.793   10.190  236.762    9.853
 -56.227   10.393  222.443   10.203
 -10.650    9.088  209.216    8.820
  64.996    9.810  243.198    9.524
  69.491    6.157  209.304    6.113
  59.249    9.392  221.732    8.923
  42.425    7.205  192.439    7.277
  76.815    2.942  216.279    2.873
  66.567    9.535  246.267    8.869
  -9.008    9.292  213.711    9.385
  77.971    8.162  197.037    8.043
  74.472    6.326  224.000    6.193
  46.873    8.514  214.760    8.358
 -13.610    6.187  208.175    6.156
 -87.043    6.636  206.486    6.657
 -58.273    8.945  199.593    9.105
 -96.021   10.182  225.573   10.172
 -49.211    8.356  200.906    8.297
 -36.454    6.520  202.882    6.597
-108.315    1.292  182.513    1.300
  78.078    1.751  192.094    1.744
 -28.547    9.005  216.447    9.036
  20.505    8.245  226.038    7.959
  69.107    8.659  232.104    8.409
  48.355    9.399  236.092    9.000
 108.421    9.671  226.550    9.190
  45.324    8.441  216.280    8.456
  86.457    9.340  211.770    9.186
  33.838    8.477  230.681    8.157
  74.364    1.412  181.852    1.433
 -17.575    8.941  210.706    8.867
  13.809    8.714  228.174    8.398
   7.803    7.541  208.305    7.450
  86.839    7.309  212.136    7.145
  30.512    7.688  199.501    7.715
  63.156    8.921  253.544    7.966
  78.862    6.376  221.269    6.310
  93.036    8.800  198.759    8.933
 -12.056    8.988  230.027    8.473
  69.209    7.642  206.893    7.465
  93.329    8.364  203.758    8.311
  81.203    8.861  219.423    8.679
  87.768    9.891  230.473    9.446
  32.656    8.162  208.133    8.140
  71.553    8.461  193.080    8.450
  62.627    9.171  224.960    8.938
 -23.385    9.454  223.363    9.367
 -93.249    9.961  220.275    9.855
  71.072    6.784  196.659    6.608
  80.018    2.842  208.243    2.825
 -12.001    9.386  225.066    9.229
  33.836    7.125  190.006    7.252
 -94.048    6.249  191.669    6.404
  84.668    7.983  222.337    7.436
  60.753    8.649  215.046    8.595
  96.106    8.330  200.845    8.117
  82.764    9.755  212.903    9.549
  42.195    8.170  207.259    8.070
  45.332    7.999  210.434    8.174
  73.955    1.918  188.883    1.948
  76.372    0.993  182.004    0.988
  68.188    8.382  217.442    8.155
  53.643    8.422  215.179    8.429
  64.423    8.310  213.610    8.236
 -40.100    9.630  224.350    9.545
 -44.815    9.402  196.144    9.719
  -7.899    8.419  209.309    8.251
 -91.667    9.317  192.433    9.363
 -73.715    7.727  217.379    7.836
   7.082    8.120  222.474    7.861
  73.694    8.534  202.876    8.384
  87.232    1.352  181.867    1.351
  68.651    7.027  210.477    6.807
  65.923    9.138  221.502    8.851
  75.830    9.778  228.655    9.344
  40.544    9.289  226.096    9.232
  72.494    9.241  245.459    8.693
  67.677   10.597  229.483   10.464
 -50.916    4.678  201.200    4.769
  12.041    8.514  216.813    8.323
 -50.659    9.312  212.970    9.245
  41.192    7.754  202.235    7.764
 -48.269    8.855  192.523    8.862
 -52.880    6.964  206.467    6.913
  18.205    7.716  218.077    7.715
  91.542   10.368  214.813   10.242
  80.042    6.733  224.852    6.455
   2.656    6.880  222.678    6.893
  64.651    8.617  214.890    8.720
  48.754    8.309  207.174    8.520
  38.065    8.097  221.475    7.955
-120.862    1.149  174.821    1.167
 -31.543    7.122  210.639    7.174
 -90.583    8.085  225.721    8.069
  75.030    3.808  224.889    3.598
  17.544    7.334  202.645    7.208
 -24.905    9.303  207.959    9.399
  -1.600    9.224  204.080    9.276
  56.221    9.929  234.523    9.621
  79.089    8.397  214.901    8.393
  79.461    1.125  171.134    1.160
 -19.694    7.664  193.766    7.897
  -8.634    8.924  205.466    8.936
  15.565    8.056  207.971    8.052
 -61.124    9.062  237.848    8.158
 105.395    9.922  224.867    9.501
  26.950    9.067  236.847    8.724
  82.644    2.235  199.617    2.223
  78.309    2.388  205.714    2.357
 -17.157    8.836  195.475    9.014
  90.667    1.313  181.897    1.320
  80.391    3.978  205.785    3.980
  86.868    9.711  221.384    9.367
  83.373    1.322  180.271    1.331
-119.021    1.096  178.735    1.113
  84.387   10.423  237.771   10.064
  77.889    8.391  206.500    8.208
-112.096    1.112  173.935    1.145
-100.972    1.268  182.557    1.292
  60.473    9.901  230.706    9.581
  77.135   10.253  232.946    9.738
  73.297    7.333  209.018    7.197
  76.507    9.397  230.757    9.094
  74.251    8.809  223.454    8.625
  71.935   10.276  236.308   10.105
  70.036    6.104  217.223    5.939
  84.789    8.424  205.389    8.348
  89.474    8.303  208.989    8.138
  69.562    8.967  221.928    8.763
  82.615    1.061  170.888    1.070
  85.396    8.886  203.330    8.730
  66.739    9.201  226.556    9.054
  62.215    8.682  217.649    8.491
  57.649    8.390  219.573    8.176
  77.519    8.142  192.486    8.171
 -10.478    9.912  221.743    9.918
 -56.119    8.561  194.682    8.616
   6.665    7.788  225.295    7.331
  53.025    9.308  229.438    9.189
  58.666    9.036  225.982    8.853
 -27.019    9.927  222.148    9.878
   3.956    8.501  217.937    8.348
-115.177    1.148  183.393    1.154
 -12.547    9.188  214.202    9.183
 -12.466    8.279  209.444    8.264
  59.312    8.159  200.235    8.145
  82.710    8.290  197.887    8.085
  90.262    8.654  220.119    8.583
  76.139   10.362  219.967   10.183
  55.707    9.190  227.544    9.190
  69.442    9.814  236.418    9.159
 -90.912    1.848  191.446    1.872
  56.173    8.427  204.552    8.372
 -24.221    7.874  184.100    7.977
 -13.155    9.468  229.352    9.246
  78.084    8.538  211.520    8.464
  87.372   10.064  221.645    9.888
 -49.562    9.156  212.192    9.163
 -36.441    7.106  210.460    7.037
  34.252    7.545  208.196    7.421
 -52.973    6.862  206.010    6.894
   6.067    8.362  208.861    8.207
 -37.923    9.812  226.983    9.720
 -25.728    8.501  210.942    8.366
  37.870    7.303  194.990    7.449
   1.041    7.874  193.357    7.887
 -83.619    2.549  198.741    2.524
  15.356    9.297  251.607    8.552
 -18.003    8.718  211.583    8.699
  54.990   10.279  245.916    9.880
 -58.632    9.435  221.095    9.157
  60.449    8.320  212.605    8.226
 -13.912    8.759  230.433    8.144
  83.277    9.215  214.528    9.057
 -62.515    8.809  192.619    8.948
  27.196    9.273  228.621    9.161
 -97.149    4.081  205.076    4.057
  81.765   10.440  244.719    9.636
  71.329    8.974  235.102    8.782
  27.058    8.322  224.598    8.382
  28.178    8.577  205.040    8.660
  39.261    8.844  215.324    8.748
  58.588    8.428  206.633    8.423
 -29.674    9.192  211.454    9.000
 -68.192    7.738  233.208    7.364
-118.367    1.073  173.257    1.086
 -39.354   10.340  223.860   10.196
 -83.144   10.294  216.296   10.196
 -91.925    8.136  195.838    8.310
 -30.514   11.044  237.606   10.755
  66.821    9.939  229.225    9.466
  18.242    8.061  214.001    7.746
  86.172    7.957  205.366    7.968
  24.443    8.667  229.917    8.102
  79.350    8.482  201.910    8.456
  65.927   10.199  228.892    9.759
  17.694    8.359  219.420    8.257
  45.770    7.976  215.906    7.722
  87.190    1.900  190.527    1.916
  94.736    1.483  178.704    1.498
  76.251    8.843  217.743    8.711
  -9.497   10.518  235.814   10.256
  57.588    9.281  223.627    8.955
 103.252    1.033  176.095    1.042
  76.390    8.164  225.151    8.032
  63.061    8.075  205.108    7.977
 -13.265    8.769  213.982    8.818
 -23.496    9.688  216.477    9.526
 -32.852    8.822  205.547    8.957
  -9.505    7.019  223.353    6.834
  88.157    8.254  191.125    8.170
 -12.431    7.306  188.978    7.512
 -56.089    9.612  211.205    9.472
  -7.608    9.459  215.728    9.525
 -59.430    6.604  209.954    6.632
 -75.947    5.250  214.163    5.288
 -88.837    6.685  196.877    6.724
  26.811    7.665  216.722    7.569
  13.502    7.389  197.572    7.545
  39.735   10.418  245.001    9.405
  37.979    9.703  229.718    9.693
 106.064    9.105  204.142    9.104
 -39.163    8.289  192.091    8.311
 -14.582    9.242  220.124    9.131
 -63.587    9.216  209.221    9.210
 -47.287    9.041  201.560    9.091
  29.918    9.229  217.058    9.051
  86.029    8.820  224.934    8.393
  78.710    8.434  218.844    8.185
  29.864    8.590  249.388    8.087
  16.805    8.744  225.052    8.530
  15.006    8.059  200.060    8.198
 -54.838    6.825  212.388    6.676
  60.807   10.407  226.712    9.947
  56.339    8.927  225.096    8.683
  93.084    6.273  200.052    6.258
  57.226    8.180  208.021    8.058
 -14.323    8.564  198.319    8.685
   0.210    8.319  203.021    8.250
 -40.252    6.340  204.466    6.362
  -2.728    9.571  228.023    9.463
  83.203    7.436  230.171    7.107
 -76.583    8.635  215.338    8.311
  38.317    8.413  207.238    8.422
 -52.579    9.749  211.132    9.759
  25.087    7.522  208.482    7.546
 -72.724    5.416  221.018    5.431
  92.233    9.098  223.014    8.801
  78.700    8.800  214.888    8.830
  92.951    1.158  173.676    1.184
  77.195    3.121  208.071    3.071
 -36.022    7.613  193.279    7.781
 -19.825    8.490  202.558    8.449
 -53.011    6.903  207.617    6.960
 107.541    8.908  207.953    8.710
  32.561    9.439  230.689    9.218
  91.756    1.097  175.829    1.094
  70.905    3.933  212.080    3.834
  79.460    3.347  215.673    3.277
-115.090    1.067  184.205    1.074
 -95.003    1.475  184.120    1.495
 -66.710    9.592  219.968    9.469
 -49.767    8.767  213.560    8.685
 -28.608    9.179  207.555    9.132
 -57.363    8.179  177.033    8.298
 -49.975    6.747  214.023    6.703
 -56.496    8.019  234.458    7.823
  88.289    8.516  198.617    8.486
  -7.129    9.154  217.807    8.961
  53.473   10.307  224.345   10.053
  84.316    8.329  203.606    8.294
  -8.963    8.224  218.331    7.942
  41.095    8.464  231.348    7.912
  80.412   10.316  238.125    9.984
  63.802    8.891  223.627    8.596
  36.881    9.097  220.426    8.930
  13.520    8.995  226.422    8.840
  70.194    8.037  201.069    8.031
  70.111    8.560  216.190    8.388
  58.187    9.332  214.499    9.112
  85.070    6.911  198.081    6.938
 -57.054    7.591  188.655    7.355
  39.113    8.618  223.438    8.419
  85.880    7.663  198.041    7.569
  86.675    8.057  207.073    7.980
  48.258    8.369  207.770    8.283
 -36.024    9.207  201.312    9.316
  85.659    4.271  206.417    4.178
  82.716    9.501  232.057    9.195
  -2.502    9.253  242.087    8.816
  73.482    8.175  196.123    8.350
  25.891    8.548  220.043    8.343
 -77.061    5.274  215.085    5.203
 -74.853    7.378  209.660    7.456
 -40.002    8.094  190.038    8.145
  17.578    9.031  224.316    8.918
  77.953    8.367  209.074    8.261
  54.086   10.677  250.371   10.464
  80.639    9.713  238.440    8.924
  53.700    9.550  220.846    9.261
  64.771    8.266  199.040    8.256
  13.334    8.545  236.899    8.390
  41.875    8.290  226.686    7.706
  69.964   10.892  242.700   10.456
 -38.976    7.129  208.928    7.054
  35.502    7.612  182.015    7.742
  42.880    7.525  192.429    7.581
 -13.762    8.880  196.526    9.104
 -34.698    8.450  195.429    8.595
  74.139    9.148  203.754    9.046
  91.729    8.953  225.011    8.765
 -34.024    9.737  232.665    9.420
  47.905    8.837  236.366    8.420
 -26.502    7.828  177.632    8.174
  94.309    9.552  210.657    9.494
  98.012    1.119  173.849    1.133
  13.776    9.015  226.201    8.754
 -49.852    9.564  193.924    9.698
 -66.130    7.866  224.437    7.964
 -97.146    1.922  194.618    1.915
  29.364    8.248  194.586    8.546
  -3.758    7.954  200.996    8.013
  59.863    9.531  234.487    9.039
 -16.898    9.512  227.865    9.372
 -61.568    5.120  211.495    5.151
  18.038    8.045  209.911    8.026
  86.886    8.909  204.034    8.691
  70.533    9.388  233.099    9.044
  76.442    8.731  220.367    8.270
  69.335    8.970  236.696    8.563
  92.229    9.941  221.273    9.567
   2.360    7.503  228.368    7.468
 -26.715    9.249  209.082    9.148
  30.847    8.935  201.890    9.150
 -24.843    6.956  240.921    6.132
 -62.824    8.252  193.748    8.493
 -85.295    2.296  200.488    2.282
 -61.557    9.063  205.239    8.919
  83.642    8.858  214.892    8.683
  70.235    9.190  222.830    8.916
  70.692    9.684  212.469    9.413
  63.076    8.164  210.478    8.041
 -18.300    8.604  192.756    8.915
  73.323   11.275  233.814   11.049
  -8.487    8.753  226.112    8.241
